symbol,name,currency,summary,category_group,category,family,exchange
122260.KS,KOSEF MSB,KRW,KOSEF MSB is an exchange-traded fund (ETF) listed on the Korea Exchange that invests in Monetary Stabilization Bonds (MSB). These bonds are issued by the Bank of Korea. The fund aims to provide investors with a portfolio of Korean MSBs.,Fixed Income,,,KSC
122630.KS,Kodex Leverage,KRW,Kodex Leverage is an exchange-traded fund (ETF) listed on the Korea Exchange that seeks to provide leveraged exposure to the KOSPI 200 index. The fund aims to deliver twice the daily return of the KOSPI 200. It uses derivatives to achieve its leveraged exposure.,Derivatives,,,KSC
12P.F,PennantPark Investment Corporation,EUR,"PennantPark Investment Corporation is a business development company (BDC) that provides private credit to middle market companies in the United States. The company's investment portfolio consists primarily of first lien secured debt, second lien secured debt and subordinated debt, and also includes common equity. PennantPark Investment Corporation is headquartered in New York City.",Financials,,,FRA
1306.T,NEXT FUNDS TOPIX Exchange Traded Fund,JPY,"The investment seeks to track the price and yield performance, before fees and expenses of the TOPIX Index.The fund invests in the component stocks of the TOPIX and stocks which are scheduled to become such component stocks, and intends to construct and maintain the portfolio, which is similar in composition to the index.",,,Nomura Asset Management,JPX
1309.T,NEXT FUNDS ChinaAMC SSE50 Index Exchange Traded Fund,JPY,"NEXT FUNDS ChinaAMC SSE50 Index Exchange Traded Fund is an exchange-traded fund (ETF) listed on the Tokyo Stock Exchange that tracks the SSE 50 Index. It invests in a portfolio of stocks that mirrors the composition of the SSE 50 index, providing exposure to the 50 largest companies listed on the Shanghai Stock Exchange. The ETF is managed by Nomura Asset Management.",,,Nomura Asset Management,JPX
1321.T,Nikkei 225 Exchange Traded Fund,JPY,"Nikkei 225 Exchange Traded Fund is an exchange-traded fund (ETF) listed on the Tokyo Stock Exchange that tracks the Nikkei 225 index. It invests in a portfolio of stocks that mirrors the composition of the Nikkei 225 index, providing broad exposure to the Japanese stock market. The ETF is managed by Nomura Asset Management.",,Large Cap,Nomura Asset Management,JPX
1322.T,Listed Index Fund China A Share Panda E Fund CSI300,JPY,"The investment seeks to track the price and performance yield, before fees and expenses, of the CSI300 index.The fund targets all issues traded on the Shanghai and Shenzhen stock exchanges. The index is composed of the top 300 China A-shares based on market value and liquidity listed on the Shanghai and Shenzhen exchanges.",,,Nikko Asset Management ,JPX
1325.T,NEXT FUNDS Ibovespa Linked,JPY,"The investment seeks to replicate, net of expenses, the Ibovespa Index.",,,Nomura Asset Management ,JPX
1327.T,S&P GSCI Energy&Metals Capped Component 35/20 THEAM Easy UCITS ETF A Capitalisation,JPY,"The Fund&#39;s objective is to achieve a return comparable to the S&P GSCIÂ® Energy & Metals Capped Component 35/20 Total Return Index. In this respect, the Manager will use a method consisting in the synthetic replication of the Benchmark Index.",Commodities,,BNP Paribas Asset Management,JPX
1330.T,Nikko Nikkei225 Listed,JPY,"The investment seeks to track the price and yield performance, before fees and expenses, of the Nikkei 225 Index.The index is a price-weighted average of 225 top-rated Japanese companies listed in the First Section of the Tokyo Stock Exchange.",,Large Cap,Nikko Asset Management,JPX
1346.T,MAXIS Nikkei 225 ETF,JPY,"MAXIS Nikkei 225 ETF is an exchange-traded fund (ETF) listed on the Tokyo Stock Exchange that tracks the Nikkei 225 index. The fund offers investors exposure to a portfolio of the 225 largest publicly listed companies in Japan. MAXIS Nikkei 225 ETF is managed by Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",,Large Cap,Mitsubishi Asset Management,JPX
1349.T,ABF Pan Asia Bond Index,JPY,"The Trust seeks investment results, before fees and expenses, that correspond closely to the total return of the Markit iBoxx ABF Pan-Asia Index (the âUnderlying Indexâ).
To achieve the Trustâs investment objective, the Manager will adopt a representative sampling strategy (i.e. a strategy investing in a representative sample of securities in the Underlying Index which have a similar investment profile as that of the Underlying Index), or a similar strategy, and invest the Trustâs assets primarily in debt obligations denominated in China Renminbi, Hong Kong Dollars, Indonesian Rupiah, Korean Won, Malaysian Ringgits, Philippine Pesos, Singapore Dollars or Thai Baht (each a âAsian Currencyâ), issued or guaranteed by government, quasi-government organizations or supranational financial institutions in each case as determined by Markit Indices Limited (the âIndex Providerâ) and which are for the time being constituent securities of the Underlying Index (âIndex Securitiesâ).",Fixed Income,,State Street Global Advisors,JPX
1360.T,Nikkei225 Bear -2x ETF,JPY,Nikkei225 Bear -2x ETF is an exchange-traded fund (ETF) listed on the Tokyo Stock Exchange that seeks to provide twice the inverse (opposite) of the daily performance of the Nikkei 225 index. This leveraged inverse ETF uses derivatives to achieve its investment objective. It is designed for short-term trading and is not suitable for long-term investment.,Derivatives,,Simplex Asset Management ,JPX
136340.KS,KStar Credit Bond ETF (Bond),KRW,KStar Credit Bond ETF (Bond) is an exchange-traded fund (ETF) listed on the Korea Exchange that invests in Korean credit bonds. It provides investors with exposure to the Korean corporate bond market. The fund is managed by KB Asset Management.,Fixed Income,Corporate Bonds,,KSC
1365.T,Daiwa ETF Japan Nikkei225 Leveraged Index,JPY,Daiwa ETF Japan Nikkei225 Leveraged Index is an exchange-traded fund (ETF) listed on the Tokyo Stock Exchange that seeks to provide leveraged exposure to the Nikkei 225 index. The fund aims to deliver twice the daily return of the Nikkei 225. It uses derivatives to achieve its leveraged exposure.,Derivatives,,Daiwa Asset Management,JPX
1366.T,Daiwa ETF Japan Nikkei225 Double Inverse Index,JPY,Daiwa ETF Japan Nikkei225 Double Inverse Index is an exchange-traded fund (ETF) listed on the Tokyo Stock Exchange that seeks to provide twice the inverse (opposite) of the daily performance of the Nikkei 225 index. This leveraged inverse ETF uses derivatives to achieve its investment objective. It is designed for short-term trading and is not suitable for long-term investment.,Derivatives,,Daiwa Asset Management,JPX
137930.KS,Midas KOSPI 200 Covered Call ETF - Equity,KRW,"Midas KOSPI 200 Covered Call ETF - Equity is an exchange-traded fund (ETF) listed on the Korea Exchange that employs a covered call strategy on the KOSPI 200 index. It generates income by selling call options on the KOSPI 200, while also holding a portfolio of stocks that mirrors the index. The fund aims to provide investors with income and moderate capital appreciation.",,,,KSC
138230.KS,KOSEF US Dollar,KRW,KOSEF US Dollar is an exchange-traded fund (ETF) listed on the Korea Exchange that tracks the value of the US dollar against the Korean won. It allows investors to gain exposure to fluctuations in the exchange rate between the USD and KRW. The fund aims to replicate the performance of the US dollar.,Currencies,,,KSC
139220.KS,,,,,,,
139230.KS,MiraeAsset TIGER 200 Heavy Industry ETF,KRW,"MiraeAsset TIGER 200 Heavy Industry ETF is an exchange-traded fund (ETF) listed on the Korea Exchange that invests in companies in the heavy industry sector included in the KOSPI 200 index. It provides exposure to companies in industries such as machinery, shipbuilding, and construction. The fund is managed by Mirae Asset Global Investments.",Industrials,,,KSC
139240.KS,Mirae Asset TIGER Steels & Materials ETF,KRW,"Mirae Asset TIGER Steels & Materials ETF is an exchange-traded fund (ETF) listed on the Korea Exchange that invests in companies in the steels and materials sector included in the KOSPI 200 index. It provides exposure to companies in industries such as steel production, non-ferrous metals, and chemicals. The fund is managed by Mirae Asset Global Investments.",Materials,,,KSC
139660.KS,KOSEF USD Inverse Futures,KRW,KOSEF USD Inverse Futures is an exchange-traded fund (ETF) listed on the Korea Exchange that seeks to provide inverse exposure to the US dollar futures. The fund uses futures contracts to achieve its investment objective. It is designed for short-term trading and is not suitable for long-term investment.,Derivatives,,,KSC
1397.T,SMDS SMDAM NIKKEI225 ETF,JPY,"SMDS SMDAM NIKKEI225 ETF is an exchange-traded fund (ETF) listed on the Tokyo Stock Exchange that tracks the Nikkei 225 index. It invests in a portfolio of stocks that mirrors the composition of the Nikkei 225 index, providing broad exposure to the Japanese stock market. The ETF is managed by Sumitomo Mitsui DS Asset Management.",,Large Cap,Sumitomo Mitsui DS Asset Management,JPX
1398.T,SMDS SMDAM REIT Index ETF,JPY,"SMDS SMDAM REIT Index ETF is an exchange-traded fund (ETF) listed on the Tokyo Stock Exchange that tracks a REIT (Real Estate Investment Trust) index. It invests in a portfolio of REITs, providing exposure to the Japanese real estate market. The ETF is managed by Sumitomo Mitsui DS Asset Management.",Real Estate,REITs,Sumitomo Mitsui DS Asset Management,JPX
13M.DU,"MAIN STREET CAP.CP.DL-,01",EUR,"MAIN STREET CAP.CP.DL-,01 is a closed-end investment company that provides debt and equity financing to lower middle market companies. The company focuses on investing in smaller businesses with annual revenues between $10 million and $150 million. Main Street Capital Corporation is headquartered in Houston, Texas.",Financials,,,DUS
13M.MU,"MAIN STREET CAP.CP.DL-,01",EUR,"MAIN STREET CAP.CP.DL-,01 is a closed-end investment company that provides debt and equity financing to lower middle market companies. The company focuses on investing in smaller businesses with annual revenues between $10 million and $150 million. Main Street Capital Corporation is headquartered in Houston, Texas.",Financials,,,MUN
140570.KS,KB KStar Exporter ETF (Equity),KRW,KB KStar Exporter ETF (Equity) is an exchange-traded fund (ETF) listed on the Korea Exchange that invests in Korean companies that are heavily involved in exporting goods and services. The fund aims to provide investors with exposure to the performance of export-oriented businesses in the Korean stock market. The ETF is managed by KB Asset Management.,Alternatives,,,KSC
140580.KS,KStar Prime Industry ETF (Equity),KRW,KStar Prime Industry ETF (Equity) is an exchange-traded fund (ETF) listed on the Korea Exchange that invests in companies representing prime industries in the Korean economy. The fund seeks to track the performance of a select group of leading sectors in the Korean stock market. It is managed by KB Asset Management.,Alternatives,,,KSC
140950.KS,Kyobo AXA Power K100 ETF,KRW,"Kyobo AXA Power K100 ETF is an exchange-traded fund (ETF) listed on the Korea Exchange that aims to track the performance of the KOSPI 100 index. It invests in a portfolio of stocks that mirrors the composition of the KOSPI 100 index, providing exposure to the 100 largest companies listed on the Korean stock market. The ETF is managed by Kyobo AXA Investment Managers.",Alternatives,,,KSC
143850.KS,Mirae Asset TIGER S&P500 Futures ETF,KRW,Mirae Asset TIGER S&P500 Futures ETF is an exchange-traded fund (ETF) listed on the Korea Exchange that invests in futures contracts based on the S&P 500 index. The fund aims to provide investors with exposure to the performance of the S&P 500 index through futures. It is managed by Mirae Asset Global Investments.,Alternatives,,,KSC
1456.T,Daiwa ETF Japan Nikkei225 Inverse Index,JPY,Daiwa ETF Japan Nikkei225 Inverse Index is an exchange-traded fund (ETF) listed on the Tokyo Stock Exchange that seeks to provide inverse (opposite) of the daily performance of the Nikkei 225 index. This inverse ETF uses derivatives to achieve its investment objective. It is designed for short-term trading and is not suitable for long-term investment.,Alternatives,,Daiwa Asset Management ,JPX
145670.KS,Kindex Inverse ETF,KRW,Kindex Inverse ETF is an exchange-traded fund (ETF) listed on the Korea Exchange that seeks to provide inverse returns relative to the KOSPI 200 index. It provides investors with a way to profit from declines in the Korean stock market. The fund uses derivatives to achieve its inverse exposure.,Alternatives,,,KSC
1458.T,Rakuten ETF-Nikkei 225 Leveraged Index,JPY,"This is a leveraged ETF that aims to generate twice the daily performance of the Nikkei 225 Index. The fund seeks to provide investors with amplified returns based on the movements of the underlying index, targeting short-term trading strategies. It is managed by Rakuten Asset Management and listed on the Tokyo Stock Exchange.",Alternatives,,Rakuten Investment Management,JPX
145850.KS,Yurie TREX Fundamental 200 Securities ETF - Equity,KRW,This is an equity ETF that tracks the performance of the Fundamental 200 Index in the Korean stock market. The ETF provides investors with exposure to a portfolio of 200 stocks selected based on fundamental factors. It is managed by Yurie Asset Management and listed on the Korea Exchange.,Alternatives,,,KSC
1459.T,Rakuten ETF-Nikkei 225 Double Inverse Index,JPY,"This is an inverse leveraged ETF that aims to deliver twice the inverse daily performance of the Nikkei 225 Index. The fund is designed for investors seeking to profit from a decline in the Nikkei 225, with a magnified inverse return. Rakuten Asset Management manages the fund, which trades on the Tokyo Stock Exchange.",Alternatives,,Rakuten Investment Management,JPX
